2008,1,3,50000.0
2008,1,4,49982.0
2008,1,7,49997.0
2008,1,8,49983.0
2008,1,9,49971.0
2008,1,10,49953.0
2008,1,11,49953.0
2008,1,14,49953.0
2008,1,15,49953.0
2008,1,16,49953.0
2008,1,17,49953.0
2008,1,18,49953.0
2008,1,22,49953.0
2008,1,23,49953.0
2008,1,24,49953.0
2008,1,25,49953.0
2008,1,28,49953.0
2008,1,29,49953.0
2008,1,30,49953.0
2008,1,31,49953.0
2008,2,1,49953.0
2008,2,4,49953.0
2008,2,5,49953.0
2008,2,6,49953.0
2008,2,7,49935.0
2008,2,8,49946.0
2008,2,11,49956.0
2008,2,12,49966.0
2008,2,13,50133.0
2008,2,14,50033.0
2008,2,15,50143.0
2008,2,19,50023.0
2008,2,20,50031.0
2008,2,21,49927.0
2008,2,22,49908.0
2008,2,25,50059.0
2008,2,26,50057.0
2008,2,27,50057.0
2008,2,28,50057.0
2008,2,29,50039.0
2008,3,3,50042.0
2008,3,4,50062.0
2008,3,5,50067.0
2008,3,6,50052.0
2008,3,7,50046.0
2008,3,10,50035.0
2008,3,11,50081.0
2008,3,12,50081.0
2008,3,13,50096.0
2008,3,14,50067.0
2008,3,17,50064.0
2008,3,18,50113.0
2008,3,19,50085.0
2008,3,20,50143.0
2008,3,24,50211.0
2008,3,25,50215.0
2008,3,26,50181.0
2008,3,27,50170.0
2008,3,28,50171.0
2008,3,31,50168.0
2008,4,1,50184.0
2008,4,2,50180.0
2008,4,3,50216.0
2008,4,4,50216.0
2008,4,7,50216.0
2008,4,8,50216.0
2008,4,9,50216.0
2008,4,10,50216.0
2008,4,11,50216.0
2008,4,14,50216.0
2008,4,15,50216.0
2008,4,16,50216.0
2008,4,17,50216.0
2008,4,18,50233.0
2008,4,21,50228.0
2008,4,22,50192.0
2008,4,23,50226.0
2008,4,24,50430.0
2008,4,25,50450.0
2008,4,28,50441.0
2008,4,29,50441.0
2008,4,30,50441.0
2008,5,1,50441.0
2008,5,2,50441.0
2008,5,5,50441.0
2008,5,6,50441.0
2008,5,7,50441.0
2008,5,8,50441.0
2008,5,9,50441.0
2008,5,12,50441.0
2008,5,13,50441.0
2008,5,14,50441.0
2008,5,15,50441.0
2008,5,16,50441.0
2008,5,19,50441.0
2008,5,20,50441.0
2008,5,21,50441.0
2008,5,22,50441.0
2008,5,23,50441.0
2008,5,27,50441.0
2008,5,28,50441.0
2008,5,29,50441.0
2008,5,30,50441.0
2008,6,2,50441.0
2008,6,3,50441.0
2008,6,4,50441.0
2008,6,5,50441.0
2008,6,6,50441.0
2008,6,9,50441.0
2008,6,10,50441.0
2008,6,11,50441.0
2008,6,12,50441.0
2008,6,13,50441.0
2008,6,16,50441.0
2008,6,17,50441.0
2008,6,18,50441.0
2008,6,19,50441.0
2008,6,20,50383.0
2008,6,23,50188.0
2008,6,24,50153.0
2008,6,25,50219.0
2008,6,26,50133.0
2008,6,27,50133.0
2008,6,30,50116.0
2008,7,1,50107.0
2008,7,2,50072.0
2008,7,3,50078.0
