2008,1,9,50000.0
2008,1,10,50043.0
2008,1,11,50072.0
2008,1,14,50088.0
2008,1,15,50059.0
2008,1,16,50111.0
2008,1,17,50114.0
2008,1,18,50168.0
2008,1,22,50154.0
2008,1,23,50231.0
2008,1,24,50277.0
2008,1,25,50506.0
2008,1,28,50701.0
2008,1,29,50728.0
2008,1,30,50720.0
2008,1,31,50720.0
2008,2,1,50720.0
2008,2,4,50720.0
2008,2,5,50720.0
2008,2,6,50720.0
2008,2,7,50720.0
2008,2,8,50720.0
2008,2,11,50720.0
2008,2,12,50720.0
2008,2,13,50720.0
2008,2,14,50720.0
2008,2,15,50720.0
2008,2,19,50720.0
2008,2,20,50720.0
2008,2,21,50720.0
2008,2,22,50720.0
2008,2,25,50720.0
2008,2,26,50720.0
2008,2,27,50720.0
2008,2,28,50720.0
2008,2,29,50720.0
2008,3,3,50659.0
2008,3,4,50705.0
2008,3,5,50740.0
2008,3,6,50709.0
2008,3,7,50647.0
2008,3,10,50629.0
2008,3,11,50659.0
2008,3,12,50639.0
2008,3,13,50609.0
2008,3,14,50612.0
2008,3,17,50576.0
2008,3,18,50628.0
2008,3,19,50551.0
2008,3,20,50717.0
2008,3,24,50724.0
2008,3,25,50703.0
2008,3,26,50674.0
2008,3,27,50670.0
2008,3,28,50646.0
2008,3,31,50657.0
2008,4,1,50700.0
2008,4,2,50728.0
2008,4,3,50735.0
2008,4,4,50732.0
2008,4,7,50732.0
2008,4,8,50732.0
2008,4,9,50732.0
2008,4,10,50732.0
2008,4,11,50732.0
2008,4,14,50732.0
2008,4,15,50724.0
2008,4,16,50753.0
2008,4,17,50765.0
2008,4,18,50757.0
2008,4,21,50760.0
2008,4,22,50760.0
2008,4,23,50756.0
2008,4,24,50767.0
2008,4,25,50770.0
2008,4,28,50764.0
2008,4,29,50766.0
2008,4,30,50766.0
2008,5,1,50792.0
2008,5,2,50786.0
2008,5,5,50823.0
2008,5,6,50882.0
2008,5,7,50861.0
2008,5,8,50877.0
2008,5,9,50811.0
2008,5,12,50868.0
2008,5,13,50813.0
2008,5,14,50868.0
2008,5,15,50868.0
2008,5,16,50868.0
2008,5,19,50868.0
2008,5,20,50868.0
2008,5,21,50868.0
2008,5,22,50868.0
2008,5,23,50868.0
2008,5,27,50868.0
2008,5,28,50868.0
2008,5,29,50868.0
2008,5,30,50868.0
2008,6,2,50868.0
2008,6,3,50868.0
2008,6,4,50868.0
2008,6,5,50868.0
2008,6,6,50868.0
2008,6,9,50857.0
2008,6,10,50840.0
2008,6,11,50827.0
2008,6,12,50869.0
2008,6,13,50901.0
2008,6,16,50924.0
2008,6,17,50934.0
2008,6,18,50897.0
2008,6,19,50862.0
2008,6,20,51003.0
2008,6,23,50871.0
2008,6,24,50869.0
2008,6,25,50907.0
2008,6,26,50899.0
2008,6,27,50889.0
2008,6,30,50846.0
2008,7,1,50852.0
2008,7,2,50816.0
2008,7,3,50738.0
2008,7,7,50696.0
2008,7,8,50855.0
2008,7,9,50781.0
2008,7,10,50834.0
2008,7,11,50826.0
2008,7,14,50740.0
2008,7,15,50806.0
2008,7,16,51091.0
2008,7,17,51200.0
2008,7,18,51214.0
2008,7,21,51166.0
2008,7,22,51166.0
2008,7,23,51166.0
2008,7,24,51166.0
2008,7,25,51160.0
2008,7,28,51131.0
2008,7,29,51157.0
2008,7,30,51139.0
2008,7,31,51135.0
2008,8,1,51135.0
2008,8,4,51135.0
2008,8,5,51135.0
2008,8,6,51112.0
2008,8,7,51099.0
2008,8,8,51130.0
2008,8,11,51140.0
2008,8,12,51126.0
2008,8,13,51126.0
2008,8,14,51126.0
2008,8,15,51126.0
2008,8,18,51126.0
2008,8,19,51056.0
2008,8,20,51041.0
