2011,1,10,1000000.0
2011,1,13,1004815.0
2011,1,26,1052295.0
2011,2,2,1056595.0
2011,2,10,1065755.0
2011,3,3,1056475.0
2011,5,3,1072963.0
2011,6,3,1050160.0
2011,6,10,1050160.0
2011,8,1,1134808.0
2011,12,20,1133860.0
